speed,rpm,tp,load,timing,area,acc_x,acc_y,acc_z,teda_flag,prediction,kan_prediction,tflite_prediction
32,1574,20,25,15,1018.589966,0,-0.03,0,0,1,1,0
33,1632,20,25,15,1053.279907,0,-0.04,0.03,0,1,1,0
34,1673,19,24,16,1036.169922,0.02,-0.04,-0.08,0,1,1,0
35,1723,19,23,17,1050.669922,0.01,-0.03,0.04,0,1,1,1
36,1770,19,22,18,1064.300049,0,-0.05,0.03,0,1,1,1
37,1814,19,22,17,1095.630005,-0.01,-0.08,-0.04,0,1,1,0
38,1872,24,27,15,1388.399902,-0.02,-0.06,-0.04,0,1,1,0
40,1451,23,30,12,1312.849976,-0.02,-0.02,-0.02,0,1,1,0
42,1573,25,32,13,1507.010010,0.01,-0.03,-0.04,0,1,1,0
44,1646,25,33,13,1596.209961,0,-0.03,-0.02,0,1,1,0
47,1712,25,32,13,1663.740112,0.02,-0.01,0.06,0,1,1,0
49,1761,25,32,13,1725.705078,-0.02,-0.04,-0.08,0,1,1,0
51,1835,25,32,14,1799.025024,-0.04,-0.03,0,0,1,1,0
53,1906,25,32,-7,1872.549927,0.05,0.01,0,0,1,1,0
55,1526,25,34,12,1791.570068,0.01,-0.03,-0.03,0,1,1,0
56,1555,25,34,12,1824.750000,0.01,-0.04,0.01,0,1,1,0
58,1579,25,34,12,1876.340088,0.01,-0.02,-0.04,0,1,1,0
58,1609,25,34,12,1890.140015,0.01,-0.04,-0.10,0,1,1,0
60,1634,25,34,12,1942.979980,-0.01,-0.03,-0.05,0,1,1,0
61,1670,25,34,13,1980.750000,0,-0.04,-0.01,1,1,1,0
61,1686,25,34,13,1988.349976,-0.01,-0.03,0,1,1,1,0
62,1697,21,26,15,1670.679932,0.04,0.01,0.03,0,1,1,0
62,1705,23,28,15,1802.249878,0.01,-0.02,0.03,0,1,1,0
62,1707,23,29,15,1823.185059,-0.01,-0.03,-0.03,0,1,1,0
62,1716,23,30,15,1847.359985,-0.01,-0.02,0.03,0,1,1,0
63,1717,23,29,15,1847.819946,0,-0.02,-0.02,0,1,1,1
63,1670,15,23,-5,1363.100098,-0.01,-0.04,0.03,0,1,1,0
61,1640,13,7,-6,999.600037,-0.06,-0.02,0.08,0,1,1,0
59,1589,13,7,-7,953.369995,0.04,-0.03,0.07,0,1,1,0
57,1529,12,7,-9,873.280029,-0.01,-0.01,0.11,0,1,1,0
54,1456,12,6,-5,796.799988,-0.04,-0.03,0.15,0,1,1,0
51,1371,12,5,-6,719.880005,-0.02,-0.03,0.23,0,1,1,1
47,1256,12,6,-3,650.840027,-0.03,-0.03,0.15,0,1,1,1
40,1296,12,7,-9,586.559998,0,-0.02,0.16,0,1,1,0
34,1245,12,6,-9,489,-0.03,-0.04,0.17,0,1,1,0
28,1111,12,6,-9,392.869995,0.08,-0.01,0.09,0,1,1,1
21,985,14,8,-4,345.824982,0.05,-0.04,0,0,1,1,1
17,964,11,7,-3,247.680008,-0.02,-0.03,-0.09,0,1,1,0
15,1416,21,29,-6,773.520020,0.05,0.01,-0.01,0,1,1,0
18,1650,22,29,12,904.750000,-0.03,0.01,-0.12,0,1,1,0
20,1834,25,32,14,1126.840088,0.04,0,-0.07,0,1,1,0
22,1988,25,33,14,1234.199951,0.01,-0.01,-0.13,0,1,1,0
24,2139,26,32,15,1326.919922,0,-0.03,-0.08,0,1,1,0
26,2323,27,33,15,1481.785034,0,-0.04,-0.05,0,1,1,0
29,2440,27,32,-7,1567.700073,0,-0.05,-0.05,0,1,1,0
30,1715,26,36,11,1423.949951,0.01,-0.05,-0.14,0,1,1,0
31,1671,29,36,11,1531.285034,-0.01,-0.04,-0.08,0,1,1,0
32,1626,29,38,11,1584.100098,0.01,-0.05,-0.06,0,1,1,0
34,1695,29,36,11,1608.250000,0,-0.07,-0.05,0,1,1,0
35,1756,29,36,11,1652.880005,0.01,-0.03,0.03,0,1,1,0
36,1789,29,36,11,1688.040039,0,-0.03,-0.06,0,1,1,0
37,1830,28,35,12,1666.800049,-0.01,-0.07,0.03,0,1,1,0
38,1860,27,33,12,1618.800049,-0.02,0.06,-0.22,0,1,1,0
39,1895,27,32,12,1631.225098,-0.03,0.09,-0.10,0,1,1,0
39,1917,27,32,12,1639.034912,-0.01,0.17,-0.12,0,1,1,0
40,1943,27,31,13,1648.265015,0,0.15,0.02,0,1,1,0
40,1982,26,30,13,1603.700073,0,0.14,-0.03,0,1,1,0
42,2039,26,30,13,1670.039917,-0.01,0.15,-0.04,0,1,1,0
43,1546,25,32,11,1517.250000,0.01,0.08,0,0,1,1,0
44,1635,29,38,9,1859.349976,0,0,-0.07,0,1,1,0
45,1679,30,38,9,1941.785034,0.01,-0.05,-0.04,0,1,1,0
47,1729,30,38,9,2009.825073,-0.01,-0.02,-0.07,0,1,1,0
49,1764,27,34,12,1852.559937,-0.05,-0.04,-0.12,0,1,1,0
51,1819,23,32,15,1709.385010,-0.01,-0.04,-0.04,0,1,1,0
52,1869,25,29,-6,1769.445068,-0.05,-0.04,0.05,0,1,1,0
54,1489,25,34,12,1755.160034,0.01,-0.03,-0.01,0,1,1,0
55,1530,24,32,13,1709.550049,-0.02,-0.06,0.05,0,1,1,0
56,1505,15,21,-3,1156.925049,0,-0.08,0.04,0,1,1,0
56,1495,13,7,-6,880.424988,-0.03,-0.08,0.06,0,1,1,0
56,1498,13,7,-9,881.369995,-0.01,-0.06,0.07,0,1,1,0
56,1489,13,6,-9,864.589966,-0.02,-0.06,0.13,0,1,1,0
55,1473,12,6,-9,815.265015,-0.02,-0.07,0.33,0,1,1,0
53,1417,12,6,-9,772.015015,-0.03,-0.05,0.24,0,1,1,0
49,1329,12,6,-9,695.474976,-0.02,-0.06,0.24,0,1,1,0
43,1192,12,6,-9,586.040039,-0.01,-0.03,0.31,0,1,1,0
36,1305,12,6,-9,526.049988,0.04,-0.04,0.05,0,1,1,0
29,1225,12,6,-9,424.375000,0.06,-0.04,0.07,0,1,1,1
23,1081,15,8,-8,400.054993,-0.01,-0.04,-0.08,0,1,1,0
18,1009,12,6,-5,265.079987,-0.01,-0.04,-0.07,0,1,1,0
17,1252,21,12,-22,486.040009,-0.02,-0.04,-0.04,0,1,1,0
20,1780,21,28,15,931.200012,0.01,-0.02,-0.05,0,1,1,0
24,2043,23,28,15,1129.180054,0.02,0,-0.03,0,1,1,0
27,2299,24,28,17,1292.224976,-0.11,-0.05,-0.07,0,1,1,0
30,1790,23,27,15,1165.650024,0.02,0.01,-0.04,0,1,1,0
32,1784,25,32,14,1370.879883,0.03,-0.01,0.02,0,1,1,0
35,1797,26,33,13,1494.979980,0.02,-0.02,-0.06,0,1,1,0
37,1828,26,34,13,1571.939941,0,-0.03,-0.06,0,1,1,0
39,1907,26,35,-1,1667.589966,-0.01,-0.04,-0.10,0,1,1,0
40,1509,27,36,12,1599.420044,-0.01,-0.02,-0.07,0,1,1,0
41,1541,27,37,12,1653.989990,-0.02,-0.01,-0.09,0,1,1,0
42,1571,26,36,12,1626.689941,-0.01,0,-0.04,0,1,1,0
43,1608,26,35,12,1641.119995,0.03,0.02,-0.04,0,1,1,0
45,1651,26,35,12,1700.400024,0.02,0.01,-0.02,0,1,1,0
46,1695,25,34,12,1678.000122,0.01,0.02,-0.06,0,1,1,0
47,1726,25,34,12,1711.530029,-0.01,-0.05,0.06,0,1,1,0
48,1739,25,34,13,1737.989990,-0.01,-0.02,0.03,0,1,1,1
49,1747,24,33,12,1700.269897,0,-0.03,0.02,0,1,1,0
48,1741,14,17,6,1020.824951,-0.04,-0.05,0.02,0,1,1,0
47,1700,13,7,-5,810,-0.01,-0.07,0.05,0,1,1,1
45,1633,13,7,-6,762.580017,0.01,-0.06,0.12,0,1,1,0
43,1562,12,7,-8,690.500000,-0.01,-0.04,0.18,0,1,1,0
41,1496,12,7,-9,647.039978,-0.01,-0.04,0.07,0,1,1,0
38,1374,12,6,-8,566.279968,0.04,-0.04,0.12,0,1,1,1
32,1172,13,6,7,469.680023,0.05,-0.07,0.02,0,1,1,1
26,1297,12,6,-9,399.520020,0,-0.04,-0.08,0,1,1,0
22,1082,11,7,-9,316.389984,0,-0.07,-0.09,0,1,1,0
17,1468,20,22,-18,676.260010,0.02,-0.07,-0.03,0,1,1,0
19,1701,22,27,13,897.229980,0.02,-0.03,-0.05,0,1,1,0
21,1861,24,30,15,1086.555054,0.01,-0.06,-0.05,0,1,1,0
22,1976,25,31,15,1186.140015,0,-0.08,-0.13,0,1,1,0
24,2114,25,31,15,1268.849976,0,-0.04,-0.09,0,1,1,0
25,2213,25,29,15,1272.510010,0,-0.03,-0.13,0,1,1,0
27,2310,24,28,17,1295.250000,-0.01,-0.07,-0.09,0,0,1,0
28,2404,25,29,18,1397.640015,0,-0.05,-0.07,0,0,1,0
29,2499,25,29,18,1449.709961,-0.02,-0.08,-0.11,0,1,1,0
31,2585,23,26,18,1392.225098,0,-0.09,-0.05,0,1,1,0
31,2616,22,21,19,1252.160034,-0.04,-0.05,-0.02,0,1,1,0
32,2293,23,25,10,1309.005005,-0.02,0,0,0,1,1,0
33,1794,22,27,15,1198.200073,-0.01,-0.01,0.05,0,1,1,0
33,1745,21,27,15,1153.500000,0,0.02,0.07,0,1,1,0
34,1693,20,26,15,1107.900024,-0.02,0.03,0.04,0,1,1,0
35,1705,17,18,14,902.325012,0,0.05,0.05,0,1,1,1
34,1712,13,7,-5,617.460022,0.01,0.05,0.04,0,1,1,0
34,1639,12,7,24,581.994995,-0.01,0.02,0.05,0,1,1,1
33,1626,13,6,-7,570.570068,0.01,0.01,0.04,0,1,1,1
32,1566,12,7,-8,539.369995,0,0.03,0.14,0,1,1,0
31,1520,12,7,-9,516.799988,-0.01,0.14,0.15,0,1,1,0
30,1463,12,7,-9,492.654999,0.01,0.17,0.10,0,1,1,1
28,1376,12,6,-11,437.920013,0.02,0.17,0.08,0,1,1,1
24,1217,12,5,10,350.464996,0,0.15,0.06,0,1,1,1
20,1233,12,7,-6,328.454987,-0.01,0.18,-0.03,0,1,1,0
19,1178,12,6,31,297.250000,0,0.12,0,0,0,1,1
18,1447,17,17,-15,550.725037,0,0.08,-0.04,0,0,1,0
18,1616,19,23,14,720.780029,0.01,0.05,-0.10,0,0,1,0
19,1710,20,23,17,779.100037,0,-0.02,-0.12,0,0,1,0
20,1806,21,25,17,878.849976,0.02,0.01,-0.04,0,0,1,0
22,1927,21,25,17,946.344971,0.01,0.04,-0.06,0,0,1,0
23,2024,21,25,18,989.760010,-0.02,0.02,-0.05,0,0,1,0
25,2148,21,24,19,1040.760010,0.02,-0.03,-0.04,0,1,1,0
26,2239,20,21,20,996.164978,-0.01,-0.07,-0.04,0,1,1,0
28,2334,21,23,19,1130.670044,0.01,-0.05,-0.04,0,1,1,0
28,2404,22,23,3,1174.020020,0.01,-0.05,-0.05,0,1,1,0
29,1672,23,29,14,1151.880005,0,-0.04,0.02,0,1,1,0
30,1639,23,30,14,1181.699951,0.01,-0.07,-0.07,0,1,1,0
32,1590,23,30,14,1205.900024,-0.02,-0.04,0.07,0,1,1,0
33,1671,22,30,15,1219.364990,0,-0.06,0.04,0,1,1,1
35,1721,21,27,16,1184.510010,-0.01,-0.05,-0.01,0,1,1,0
35,1715,13,10,9,678.375000,-0.01,-0.03,0.11,0,1,1,0
34,1675,13,7,-5,609.875000,-0.04,-0.03,0.12,0,1,1,1
34,1660,13,7,-6,606.799988,0.01,-0.05,0.08,0,1,1,1
33,1638,12,7,-6,567.599976,-0.13,-0.04,0.02,0,0,1,0
31,1553,12,7,-9,523.070007,0,-0.10,0.03,0,1,1,0
30,1456,12,6,-9,478.079987,0.01,-0.10,0.03,0,1,1,1
29,1442,12,6,-9,462.350006,-0.01,-0.08,0.05,0,1,1,1
30,1455,13,5,29,482.125000,0,-0.04,0,0,1,1,0
31,1496,16,12,15,665.640015,0.02,-0.05,0.04,0,1,1,0
32,1551,16,15,16,740.485046,-0.01,-0.07,0.02,0,1,1,1
32,1596,16,14,15,735.079956,-0.02,-0.07,0.05,0,1,1,0
34,1606,12,11,2,631.350037,-0.02,-0.10,0.04,0,1,1,1
32,1591,13,7,-7,563.744995,-0.04,-0.13,0.06,0,1,1,0
31,1539,12,7,-9,520.410034,0,-0.08,0.13,0,1,1,0
30,1478,12,7,-9,495.429993,-0.03,0,-0.03,0,1,1,0
27,1314,12,6,-10,414.810028,0.01,0.03,0.10,0,1,1,0
24,1215,12,6,3,362.250000,0,-0.03,0.09,0,1,1,1
21,1531,13,7,8,396.339996,-0.06,-0.11,0.02,0,1,1,0
21,1543,13,7,7,398.020020,-0.04,-0.04,0.13,0,1,1,0
20,1387,12,6,-3,336.309998,-0.01,-0.04,0.14,0,1,1,1
19,1208,12,6,-4,301,0.01,-0.03,0,0,1,1,1
16,1023,12,6,0,244.529999,-0.01,-0.16,0.02,0,1,1,1
13,907,12,8,5,221.235001,-0.03,-0.20,-0.05,0,1,1,0
11,854,13,11,-4,236.940002,-0.05,-0.21,-0.06,0,1,1,1
10,828,15,12,-6,256.079987,-0.04,-0.20,-0.07,0,1,1,1
10,842,14,13,-9,257.830017,-0.05,-0.24,0,0,1,1,1
8,831,15,15,2,268.065002,-0.01,-0.21,-0.05,0,1,1,1
8,847,15,18,-6,305.110016,-0.06,-0.25,0.04,0,1,1,1
9,877,14,16,-4,284.625000,0,-0.11,-0.13,0,1,1,1
10,1070,17,25,-3,484.750000,-0.03,-0.02,0.05,0,1,1,0
11,1211,20,26,11,594.034973,0.08,0.02,0.16,0,1,1,0
12,1270,20,25,12,604.950012,-0.02,-0.02,-0.06,0,1,1,0
14,1394,21,28,14,733.739990,0.05,-0.02,-0.09,0,1,1,0
16,1534,20,25,15,724.469971,-0.02,0.02,-0.11,0,1,1,0
18,1628,19,23,16,723.240051,0.07,0.08,-0.19,0,1,1,0
20,1717,18,21,18,720.984985,-0.02,-0.04,0.09,0,1,1,1
20,1760,18,20,18,712,-0.03,-0.04,-0.06,0,1,1,0
21,1817,17,18,18,685.815063,0,-0.06,0.10,0,1,1,0
22,1850,17,18,18,710,-0.07,-0.08,-0.19,0,1,1,0
22,1864,17,17,18,694.979980,0.05,-0.03,0.11,0,1,1,0
22,1858,17,15,12,658.229980,0.02,0.03,0.05,0,1,1,1
21,1645,13,9,-4,441.750000,0.01,0.01,0,0,1,1,1
20,1507,13,8,28,392.980011,-0.02,-0.04,-0.01,0,1,1,1
18,1372,12,7,0,321.499969,-0.05,0.06,-0.01,0,1,1,1
17,1343,14,11,1,384.019989,0.02,0.08,-0.05,0,1,1,1
15,1248,14,9,2,317.759979,0,0.03,-0.19,0,1,1,1
14,1049,13,9,-3,270.134979,-0.02,0.06,0.02,0,1,1,1
12,1061,16,23,-9,465.674988,-0.05,-0.10,-0.21,0,1,1,1
12,1202,18,26,3,570.380005,0.04,-0.06,-0.10,0,1,1,0
12,1243,18,22,12,517.309998,-0.04,-0.14,-0.08,0,1,1,0
13,1351,21,27,12,690.200012,-0.01,-0.13,-0.06,0,1,1,0
16,1510,20,25,15,719.549988,0.02,-0.09,-0.20,0,0,1,0
18,1600,20,24,15,756,0,-0.08,0.03,0,0,1,0
19,1717,20,24,17,799.154968,0.03,0,0.05,0,0,1,0
20,1807,20,25,17,856.575012,-0.04,-0.02,0.09,0,0,1,0
19,1748,21,26,16,865.799988,-0.01,-0.03,-0.02,0,1,1,0
19,1732,21,26,16,862.200012,-0.01,-0.03,-0.18,0,1,1,0
18,1673,21,26,15,830.059998,0.01,-0.04,0.10,0,1,1,1
17,1611,21,26,15,797.864990,-0.03,-0.07,0.14,0,1,1,1
16,1490,17,24,-6,638,-0.04,-0.08,0.13,0,1,1,0
14,1192,13,10,0,299.040009,0.01,-0.10,0.03,0,1,1,1
13,972,13,9,-5,249.920013,0.01,-0.20,-0.08,0,1,1,1
12,896,13,9,-2,230.580002,-0.03,-0.13,-0.05,0,1,1,1
11,858,14,10,0,237.089996,-0.01,-0.08,-0.06,0,1,1,1
12,1111,16,19,3,420.204987,-0.04,-0.08,-0.12,0,1,1,1
12,1145,16,17,12,398.025024,0.02,-0.02,0.04,0,1,1,1
13,1169,16,17,13,415.349976,-0.02,0.04,0.04,0,1,1,1
13,1207,16,17,14,421.050018,0,-0.07,-0.06,0,1,1,1
14,1183,14,16,-2,387.450012,-0.01,-0.01,0.04,0,1,1,1
13,966,13,9,0,249.259995,-0.04,-0.02,0.06,0,1,1,1
12,888,12,10,0,229.679993,0,-0.01,-0.03,0,1,1,1
11,859,12,10,0,216.194992,0.01,0,-0.08,0,1,1,1
10,847,13,10,-3,214.700012,0.01,-0.07,-0.06,0,1,1,1
10,837,14,12,-8,246.070007,-0.04,-0.06,0.04,0,1,1,1
9,832,14,16,-4,279,0,-0.04,0.07,0,1,1,1
8,846,15,19,-11,316.709991,0.03,-0.03,0.04,0,1,1,1
7,865,16,21,-12,345.099976,0,-0.02,0.06,0,1,1,1
5,867,19,25,-13,415.049988,-0.01,-0.02,0.01,0,1,1,1
3,926,20,26,-13,424.270020,0,-0.06,0.05,0,1,1,1
1,966,20,27,-21,415.239990,0.02,0,0.01,0,1,1,1
0,950,14,26,-18,305.500000,0.03,0,0.02,0,1,1,1
0,942,17,21,-11,277.410004,0.02,-0.02,0.01,0,1,1,1
1,972,17,26,-15,360.720001,0,-0.02,-0.01,0,1,1,1
2,960,15,22,-8,295.200012,0.01,-0.02,-0.01,0,1,1,1
3,920,18,24,-12,367.199982,0.01,-0.03,-0.04,0,1,1,1
2,934,20,27,-14,425.429993,0.02,-0.01,-0.01,0,1,1,1
2,943,19,27,-13,412.234985,-0.02,-0.04,0,0,,,
1,936,16,27,-11,355.039978,0.02,-0.02,0,0,,,
0,981,17,25,-9,335.125000,0,-0.03,-0.01,0,,,
0,1023,10,14,-9,141.610001,,,,0,,,
